3.761690494555129383e-01,2.791699067380838395e-01,2.353982674459168534e-01,2.785396060311269295e-01
1.972014743914769861e-04,7.616416885227283995e-02,5.052528883690309003e-03,3.187898438391969513e-01
9.421175215718835538e-03,3.703038129193675365e-03,7.068362593992742055e-03,2.440768335005430445e-02
3.272236342867683445e-03,8.915845520123725463e-07,5.204193652244573642e-03,2.674029018624410683e-02
3.315421300167285534e-01,1.546588474854804773e-01,2.367765368419486732e-03,1.768582831441853354e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.251111098061216762e-04,6.059865996851552476e-05,3.929568992102887293e-03,1.267381937547925228e-06
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.573691646145310347e-03,9.236865521446459282e-04,5.133910505940399160e-03,3.847129557295330127e-01
3.730436070442412488e-04,4.252957189019768158e-01,6.443102469241834829e-02,3.052394798909119356e-02
7.043280202339924356e-02,8.822932320441036896e-04,7.866812366148903668e-03,3.769192349035006828e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.702986806569500633e-02,3.892128064754651895e-02,7.532749163730583231e-01,4.141677722194394007e-01
7.314986304980519716e-02,9.973753751075764562e-01,1.106201538490614866e-01,5.901498210223188323e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
