0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.418344655983180491e+00,-2.363886491083145192e+00,-2.418340483208302860e+00,-2.363880741211481951e+00,-2.273251840000003909e+00,-1.136374170393017380e+01
-1.870029604781856092e+00,-1.450470260319661087e+00,-1.870086075710286622e+00,-1.450508708444257167e+00,-7.504000000000046189e-01,-1.044839029704006528e+01
-2.363889222194538231e+00,-2.273228263385539627e+00,-2.363870606242651995e+00,-2.273206482404560802e+00,-2.122086400000003259e+00,-1.127144632176814021e+01
-2.496191501301258331e+00,-2.496531684849288890e+00,-2.496191501295711657e+00,-2.496295364587911791e+00,-8.379255127314900520e+00,-9.488567203129560923e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.496191501451285433e+00,-2.496536628116757139e+00,-2.496191501435639726e+00,-2.496420318237313474e+00,-9.870460966482077936e+00,-8.590074373749828851e+00
-2.482368062299428857e+00,-2.482568736549113808e+00,-2.482368062373343065e+00,-2.485435747687196884e+00,-9.993869342450729221e+00,-9.883229077139386476e+00
-2.273251840000003909e+00,-2.322843154381028175e+00,-2.351304569758358554e+00,-2.297120889798787591e+00,-9.487189436268639753e+00,-7.079638520908650534e+00
-2.470613438464000389e+00,-2.475281430347916256e+00,-2.477175412141313871e+00,-2.473365152431361125e+00,-1.085517423202280796e+01,-1.069990301612756944e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.451022397440000944e+00,-2.455276683256007342e+00,-2.464965361754841489e+00,-2.460587096819815134e+00,-9.898194361064234670e+00,-9.764560433387536875e+00
-2.489420837556276300e+00,-2.489959424181028336e+00,-2.489420837528928843e+00,-2.490498818906067946e+00,-1.016503317907010917e+01,-1.019732799857076699e+01
-2.470613438172293286e+00,-2.475934491857481490e+00,-2.470613438145690122e+00,-2.473160900579271182e+00,-8.596624360091201567e+00,-9.842598566012092931e+00
-2.489420837381209672e+00,-2.489964497937422472e+00,-2.489420837383740981e+00,-2.491141441352101804e+00,-9.832513288192201273e+00,-9.424517345468018448e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.599999999289514641e+00,1.099999999479249624e+01,5.599999999672717443e+00,1.099999999985389110e+01,1.999999999732513967e+00,1.999999999999998579e+01
-2.122086400000003259e+00,-2.273221238429175006e+00,-2.122197061989862021e+00,-2.273098394354101437e+00,-1.126875231100135899e+01,-2.363894407545738652e+00
4.159999999999930420e-01,-7.510528638282228941e-01,-1.455422331361077237e+00,-7.506044565810343627e-01,-9.748533768796892929e+00,-1.450191557850733615e+00
-1.870144000000002915e+00,-2.122073376009527390e+00,-1.870318918514968676e+00,-2.121931338346698226e+00,-1.111847075314701883e+01,-2.272727901715711596e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.450864648446845706e+00,-2.418305721249333740e+00,-2.418293768183506387e+00,-2.363951104000004300e+00,-1.141380004399268167e+01,-1.139964564597423902e+01
-1.961329039235209182e+00,-1.891336165154071880e+00,-1.874726440114671711e+00,-1.450240000000003526e+00,-9.140904314895390570e+00,-8.818387605546661234e+00
-2.336331340569397952e+00,-2.317498439992237813e+00,-2.333953310525087144e+00,-2.273251840000003909e+00,-9.314475932342903164e+00,-7.618447489739416767e+00
-2.493652502708219032e+00,-2.494079971765836845e+00,-2.494407126610692416e+00,-2.495605206201762627e+00,-1.017446191683302459e+01,-8.212326213272607589e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.493652502708219032e+00,-2.494245579431939142e+00,-2.494947773817111525e+00,-2.495499601750086338e+00,-9.639465748140802148e+00,-9.476461957438260697e+00
-2.470613438463996836e+00,-2.476064629816275176e+00,-2.476487115764833380e+00,-2.477139443257029061e+00,-8.731025978839856094e+00,-8.621533040492955990e+00
-2.363951101381962516e+00,-2.373685676261256816e+00,-2.380096880653751690e+00,-2.363951101324916593e+00,-7.710292729119847976e+00,-8.362637432138981808e+00
-2.482368059068959187e+00,-2.483788454799053191e+00,-2.484236786649318685e+00,-2.482368059181768505e+00,-1.086203737379985057e+01,-9.116391154123061114e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.470613438329282374e+00,-2.477627259336918186e+00,-2.473738331290180170e+00,-2.470613438340956591e+00,-1.038369158755093835e+01,-8.868818526468876584e+00
-2.482368063078398635e+00,-2.485637724875109811e+00,-2.485760739445901812e+00,-2.489052722035954623e+00,-9.588354296544235211e+00,-1.052457450350054913e+01
-2.451022397439998279e+00,-2.456574667564678904e+00,-2.459205681739036198e+00,-2.466316390559825766e+00,-9.565789648711135129e+00,-9.135281953908163999e+00
-2.482368063078398635e+00,-2.485258291956643717e+00,-2.484899380870559060e+00,-2.485592484091787568e+00,-1.007347737631920914e+01,-1.040093798312850559e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.238581358489437179e-01,1.797244393819440678e+00,1.684633521397033595e+00,1.099999999999998224e+01,-2.253352139634630991e+00,-3.360927855637722672e+00
-1.870160605815023525e+00,-2.049970351221066522e+00,-2.051410330667511772e+00,-2.044636589021473494e+00,-8.519106087199848076e+00,-8.197693015790541438e+00
-7.515313443623825584e-01,-1.292620509278990415e+00,-1.318090535566663446e+00,-1.282071540393798337e+00,-6.767212245299932150e+00,-4.183227189205322105e+00
-1.450260563658475554e+00,-1.861438291646518195e+00,-1.838149320662179509e+00,-1.854239140042666767e+00,-6.553012923574723203e+00,-7.255973343685687027e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.489420837847035273e+00,-2.490632057827766310e+00,-2.490872661320233661e+00,-2.490778533979764564e+00,-1.112739725403682733e+01,-9.921934549175265516e+00
-2.418370662400000981e+00,-2.434695460698014902e+00,-2.440514402841891251e+00,-2.438491855582716639e+00,-1.039412701570350350e+01,-7.702200048696250967e+00
-2.482368063078398635e+00,-2.485210547380552804e+00,-2.488629339617951963e+00,-2.485270241769985677e+00,-9.810728648119127371e+00,-9.879883804734724606e+00
-2.469177659840157801e+00,-2.449879802813321739e+00,-2.418370662400000981e+00,-2.449149101733059997e+00,-1.135092252238440125e+01,-1.119499914426286402e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.469432949286677115e+00,-2.450163902608865740e+00,-2.418370662400000981e+00,-2.450414581526614732e+00,-1.137558011555024429e+01,-1.131888483650510047e+01
-2.245502699601268581e+00,-2.200373708819108209e+00,-2.122086400000003259e+00,-2.212313978406076576e+00,-5.669993239154914377e+00,-7.143021954584281907e+00
-2.418370662400000981e+00,-2.439270352165372913e+00,-2.439679294474298654e+00,-2.430678498459113435e+00,-8.975583704844501298e+00,-9.039227334132835523e+00
-2.489420837847040602e+00,-2.490644811678255355e+00,-2.490533522419244417e+00,-2.491834833744763333e+00,-1.032632866164349572e+01,-1.032428137511826982e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.482368063078398635e+00,-2.484965397166474244e+00,-2.485630121140822268e+00,-2.484348098609208133e+00,-9.789702955937366724e+00,-1.040879265677178545e+01
-2.470613438343446155e+00,-2.475000590735873196e+00,-2.470613438346433544e+00,-2.473580838409710658e+00,-9.435121155191529496e+00,-1.044389385609182774e+01
-2.418370661344801498e+00,-2.429091688212469791e+00,-2.418370661273128164e+00,-2.427450932251348004e+00,-8.907344417844266005e+00,-8.238779154059319154e+00
